RPM, TIME
4971.8, 0.1599721908569336
4969.0, 0.32004594802856445
4967.2, 0.480053186416626
4939.2, 0.6481494903564453
4869.1, 0.8080875873565674
4812.0, 0.9601180553436279
4750.3, 1.1200988292694092
4687.6, 1.2880704402923584
4626.9, 1.4401493072509766
4507.9, 1.6080989837646484
4453.7, 1.7680656909942627
4405.8, 1.9200665950775146
4356.9, 2.0880675315856934
4299.4, 2.248094081878662
4256.5, 2.408069133758545
4181.9, 2.568073034286499
4070.6, 2.7280688285827637
3930.2, 2.888099431991577
3840.1, 3.0480947494506836
3777.0, 3.208155393600464
3714.4, 3.368199348449707
3657.3, 3.528165102005005
3595.1, 3.688164472579956
3503.3, 3.8481650352478027
3453.5, 4.008137226104736
3404.7, 4.1681389808654785
3356.7, 4.328164100646973
3309.9, 4.488164901733398
3263.8, 4.648165225982666
3218.5, 4.808274269104004
3173.9, 4.9682393074035645
3129.9, 5.120281219482422
3006.6, 5.280235767364502
3009.5, 5.452238321304321
2973.3, 5.6040496826171875
2938.1, 5.767943859100342
2903.7, 5.9281580448150635
2869.4, 6.088213205337524
2834.6, 6.248213052749634
2799.6, 6.407360076904297
2764.8, 6.568335056304932
2730.5, 6.7283408641815186
2697.1, 6.8874170780181885
2664.5, 7.048343896865845
2631.6, 7.20751690864563
2598.0, 7.367528200149536
2564.6, 7.527429819107056
2531.1, 7.6874613761901855
2496.8, 7.84752893447876
2462.2, 8.007527589797974
2430.4, 8.167434453964233
2401.1, 8.327517032623291
2371.8, 8.487529277801514
2342.4, 8.64742922782898
2312.7, 8.807430267333984
2282.1, 8.967438697814941
2251.3, 9.127530336380005
2219.7, 9.28752875328064
2187.5, 9.447462320327759
2155.6, 9.607519388198853
2124.1, 9.767428874969482
2093.6, 9.92752981185913
2062.8, 10.087529182434082
2030.8, 10.247653245925903
1999.0, 10.407649993896484
1967.4, 10.567639350891113
1936.1, 10.727640390396118
1936.1, 10.887551307678223
1904.6, 11.047552347183228
1872.9, 11.207550525665283
1841.3, 11.36764907836914
1812.6, 11.527641296386719
1786.5, 11.68755578994751
1760.1, 11.84755253791809
1732.7, 12.007553100585938
1705.4, 12.167552471160889
1675.4, 12.327551126480103
1678.1, 12.487554788589478
1650.7, 12.6475510597229
1622.4, 12.807550191879272
1593.6, 12.967552185058594
1564.7, 13.127581119537354
1535.5, 13.287549018859863
1535.5, 13.447551250457764
1505.7, 13.607568502426147
1475.4, 13.767632484436035
1444.9, 13.927632093429565
1414.9, 14.08759355545044
1414.3, 14.247550249099731
1383.6, 14.40763258934021
1352.6, 14.567649364471436
1352.6, 14.72764277458191
1321.3, 14.887649774551392
1289.1, 15.047652006149292
1299.1, 15.207589864730835
1256.1, 15.367584466934204
1222.8, 15.527589321136475
1192.9, 15.68764877319336
1192.9, 15.847641468048096
1166.0, 16.00764298439026
1138.5, 16.167641162872314
1110.6, 16.327558994293213
1110.6, 16.48763942718506
1082.1, 16.64763832092285
1053.2, 16.80760431289673
1003.2, 16.967630863189697
1023.7, 17.127640962600708
993.39, 17.287643432617188
993.39, 17.44764232635498
963.11, 17.60755181312561
933.24, 17.767552375793457
933.24, 17.931639909744263
903.02, 18.09206986427307
903.02, 18.240195274353027
872.62, 18.400233268737793
841.61, 18.572115659713745
841.61, 18.72006893157959
809.9, 18.88013482093811
809.9, 19.04011845588684
777.6, 19.200225114822388
777.6, 19.360225439071655
744.82, 19.532225131988525
744.82, 19.680225372314453
711.42, 19.84024953842163
711.42, 20.012226343154907
677.09, 20.172226428985596
677.09, 20.320255041122437
677.09, 20.492261171340942
641.98, 20.640254497528076
641.98, 20.81228256225586
606.04, 20.97223973274231
606.04, 21.132259607315063
573.52, 21.29225206375122
573.52, 21.45226502418518
545.12, 21.61222815513611
545.12, 21.772260665893555
516.26, 21.9322247505188
516.26, 22.092223167419434
516.26, 22.252230405807495
486.1, 22.41222834587097
486.1, 22.57222318649292
455.19, 22.732222080230713
455.19, 22.89222264289856
455.19, 23.052257537841797
423.51, 23.21226453781128
423.51, 23.37202000617981
390.51, 23.531826496124268
390.96, 23.6917667388916
390.96, 23.85176658630371
390.96, 24.011890172958374
357.29, 24.172051668167114
357.29, 24.33136820793152
357.29, 24.491920948028564
321.76, 24.652079343795776
321.76, 24.812108516693115
321.76, 24.972066640853882
321.76, 25.132079124450684
284.08, 25.292065382003784
284.08, 25.452083110809326
284.08, 25.61216974258423
284.08, 25.7721688747406
243.87, 25.93216872215271
243.87, 26.092170476913452
243.87, 26.252166986465454
243.87, 26.412306785583496
243.87, 26.576083660125732
243.87, 26.72403860092163
200.82, 26.88408374786377
200.82, 27.044065237045288
200.82, 27.203567266464233
200.82, 27.363694190979004
200.82, 27.523696899414062
200.82, 27.683696746826172
200.82, 27.84371590614319
154.93, 28.00372576713562
154.93, 28.16379141807556
154.93, 28.323782920837402
154.93, 28.483782529830933
154.93, 28.64372229576111
154.93, 28.803693294525146
154.93, 28.96373724937439
154.93, 29.123709440231323
154.93, 29.28369665145874
154.93, 29.44373631477356
